assembly_version	biosample_accession	bioproject_accession	organism	genus	n_arg_occurrences	n_plasmid_args	n_chromosomal_args	pct_plasmid	n_distinct_families	n_arg_bearing_replicons	n_arg_bearing_plasmids
GCA_034422815.1	SAMN38635811	PRJNA779589	Acinetobacter baumannii	Acinetobacter	11	2	9	18.182	8	2	1
GCA_034424115.1	SAMN38610277	PRJNA779589	Acinetobacter pittii	Acinetobacter	7	5	2	71.429	7	3	2
GCA_034424135.1	SAMN38610540	PRJNA779589	Klebsiella pneumoniae	Klebsiella	20	14	6	70.0	16	3	2
GCA_034424475.1	SAMN38562697	PRJNA1047486	Acinetobacter johnsonii	Acinetobacter	1	0	1	0.0	1	1	0
GCA_034447505.1	SAMN31433190	PRJNA893843	Acinetobacter oleivorans	Acinetobacter	2	0	2	0.0	2	1	0
GCA_034494405.1	SAMN36514289	PRJNA812595	Acinetobacter baumannii	Acinetobacter	10	2	8	20.0	8	3	2
GCA_034553075.1	SAMN18080048	PRJNA353728	Klebsiella pneumoniae	Klebsiella	10	6	4	60.0	9	3	2
GCA_034554695.1	SAMN37347820	PRJNA1015184	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCA_034554715.1	SAMN37347934	PRJNA1015184	Klebsiella pneumoniae	Klebsiella	6	0	6	0.0	6	1	0
GCA_034555395.1	SAMN38608523	PRJNA1048118	Acinetobacter johnsonii	Acinetobacter	10	9	1	90.0	7	2	1
GCA_034555415.1	SAMN38608608	PRJNA1048118	Acinetobacter johnsonii	Acinetobacter	13	12	1	92.308	8	3	2
GCA_035666135.1	SAMN39285741	PRJNA1062048	Acinetobacter baumannii	Acinetobacter	3	0	3	0.0	3	1	0
GCA_035753605.1	SAMN39326139	PRJNA1063008	Acinetobacter baumannii	Acinetobacter	9	0	9	0.0	7	1	0
GCA_035754475.1	SAMN39326237	PRJNA1063013	Acinetobacter baumannii	Acinetobacter	11	0	11	0.0	10	1	0
GCA_035755505.1	SAMN39326218	PRJNA1063011	Acinetobacter baumannii	Acinetobacter	10	0	10	0.0	8	1	0
GCA_035937495.1	SAMN38865782	PRJNA1053778	Acinetobacter baumannii	Acinetobacter	7	0	7	0.0	5	1	0
GCA_036216585.1	SAMN39226922	PRJNA1060364	Acinetobacter guillouiae	Acinetobacter	2	0	2	0.0	2	1	0
GCA_036287255.1	SAMN39326197	PRJNA1063010	Acinetobacter baumannii	Acinetobacter	11	0	11	0.0	10	1	0
GCA_036287275.1	SAMN39326236	PRJNA1063012	Acinetobacter baumannii	Acinetobacter	12	0	12	0.0	10	1	0
GCA_036320505.1	SAMN37485474	PRJNA1019466	Acinetobacter pittii	Acinetobacter	6	3	3	50.0	5	2	1
GCA_036320525.1	SAMN37485473	PRJNA1019466	Acinetobacter pittii	Acinetobacter	4	1	3	25.0	3	2	1
GCA_036320755.1	SAMN39326238	PRJNA1063014	Acinetobacter baumannii	Acinetobacter	12	0	12	0.0	7	1	0
GCA_036324625.1	SAMN38182632	PRJNA288601	Enterobacter hormaechei	Enterobacter	38	33	5	86.842	25	5	4
GCA_036324645.1	SAMN38182633	PRJNA288601	Enterobacter hormaechei	Enterobacter	45	32	13	71.111	25	5	4
GCA_036541125.1	SAMN39682725	PRJNA1071279	Klebsiella pneumoniae	Klebsiella	7	3	4	42.857	7	2	1
GCA_036542305.1	SAMN39715938	PRJNA1071866	Klebsiella pneumoniae	Klebsiella	17	15	2	88.235	14	4	3
GCA_036584025.1	SAMN39837003	PRJNA565663	Acinetobacter baumannii	Acinetobacter	7	4	3	57.143	7	2	1
GCA_036601155.1	SAMN39855183	PRJNA1074270	Acinetobacter baumannii	Acinetobacter	9	5	4	55.556	8	2	1
GCA_036602705.1	SAMN39855236	PRJNA1074272	Acinetobacter baumannii	Acinetobacter	4	0	4	0.0	3	1	0
GCA_036669895.1	SAMN34228648	PRJNA956694	Enterobacter ludwigii	Enterobacter	31	28	3	90.323	18	3	2
GCA_036689575.1	SAMN39861927	PRJNA565663	Acinetobacter baumannii	Acinetobacter	3	0	3	0.0	3	1	0
GCA_036701095.1	SAMN39861921	PRJNA565663	Acinetobacter baumannii	Acinetobacter	3	0	3	0.0	3	1	0
GCA_036718155.2	SAMN39998251	PRJNA812595	Acinetobacter baumannii	Acinetobacter	8	1	7	12.5	7	2	1
GCA_036867655.1	SAMN39933346	PRJNA1076158	Pseudomonas parakoreensis	Pseudomonas	3	2	1	66.667	3	2	1
GCA_036870965.1	SAMN39325909	PRJNA1062982	Acinetobacter baumannii	Acinetobacter	10	1	9	10.0	6	2	1
GCA_036872625.1	SAMN39593969	PRJNA1048319	Pseudomonas aeruginosa	Pseudomonas	13	0	13	0.0	12	1	0
GCA_036896575.1	SAMN39926322	PRJNA1075912	Acinetobacter sp.	Acinetobacter	6	3	3	50.0	4	2	1
GCA_037008665.2	SAMN40254323	PRJNA812595	Acinetobacter baumannii	Acinetobacter	4	0	4	0.0	3	1	0
GCA_037008745.2	SAMN40254326	PRJNA812595	Acinetobacter baumannii	Acinetobacter	7	0	7	0.0	7	1	0
GCA_037039585.1	SAMN39325114	PRJNA1062970	Acinetobacter baumannii	Acinetobacter	12	1	11	8.333	10	2	1
GCA_037039675.1	SAMN39325193	PRJNA1062977	Acinetobacter baumannii	Acinetobacter	15	0	15	0.0	14	1	0
GCA_037081905.1	SAMN40199725	PRJNA1082105	Klebsiella quasipneumoniae	Klebsiella	8	4	4	50.0	8	2	1
GCA_037082005.1	SAMN40199717	PRJNA1082105	Klebsiella pneumoniae	Klebsiella	15	10	5	66.667	14	2	1
GCA_037082025.1	SAMN40199716	PRJNA1082105	Klebsiella pneumoniae	Klebsiella	16	10	6	62.5	16	2	1
GCA_037082035.1	SAMN40199715	PRJNA1082105	Klebsiella pneumoniae	Klebsiella	18	13	5	72.222	17	3	2
GCA_037100235.1	SAMN40199724	PRJNA1082105	Klebsiella michiganensis	Klebsiella	10	7	3	70.0	10	2	1
GCA_037215885.1	SAMN40374610	PRJNA1086369	Acinetobacter baumannii	Acinetobacter	14	0	14	0.0	10	1	0
GCA_037223945.1	SAMN40215987	PRJNA1048319	Pseudomonas aeruginosa	Pseudomonas	13	0	13	0.0	12	1	0
GCA_037291835.1	SAMN16287619	PRJNA666270	Acinetobacter lwoffii	Acinetobacter	4	3	1	75.0	4	2	1
GCA_037429075.2	SAMN40557119	PRJNA812595	Acinetobacter baumannii	Acinetobacter	7	0	7	0.0	7	1	0
GCA_037477775.2	SAMN33790397	PRJNA945360	Klebsiella pneumoniae	Klebsiella	15	11	4	73.333	13	2	1
GCA_037751415.2	SAMN40632425	PRJNA812595	Acinetobacter baumannii	Acinetobacter	7	1	6	14.286	5	2	1
GCA_037807855.1	SAMN40534517	PRJNA353728	Klebsiella pneumoniae	Klebsiella	8	4	4	50.0	8	2	1
GCA_037939845.1	SAMN40558820	PRJNA1090146	Acinetobacter baumannii	Acinetobacter	4	1	3	25.0	3	2	1
GCA_037966435.2	SAMN36542813	PRJNA996332	Klebsiella pneumoniae	Klebsiella	42	38	4	90.476	35	4	3
GCA_038069235.2	SAMN40921371	PRJNA812595	Acinetobacter baumannii	Acinetobacter	14	0	14	0.0	12	1	0
GCA_038069255.2	SAMN40921370	PRJNA812595	Acinetobacter baumannii	Acinetobacter	14	0	14	0.0	11	1	0
GCA_038418265.2	SAMN41020280	PRJNA812595	Acinetobacter baumannii	Acinetobacter	13	0	13	0.0	11	1	0
GCA_038418285.2	SAMN41020282	PRJNA812595	Acinetobacter baumannii	Acinetobacter	12	0	12	0.0	11	1	0
GCA_038418365.2	SAMN41020287	PRJNA812595	Acinetobacter baumannii	Acinetobacter	4	0	4	0.0	4	1	0
GCA_038441165.1	SAMN36766195	PRJNA1000275	Acinetobacter pittii	Acinetobacter	4	1	3	25.0	3	2	1
GCA_038441175.1	SAMN36766194	PRJNA1000275	Acinetobacter pittii	Acinetobacter	13	11	2	84.615	12	2	1
GCA_038441185.1	SAMN36766193	PRJNA1000275	Acinetobacter nosocomialis	Acinetobacter	6	6	0	100.0	6	4	4
GCA_038441195.1	SAMN36766192	PRJNA1000275	Acinetobacter baumannii	Acinetobacter	17	1	16	5.882	15	2	1
GCA_038441205.1	SAMN36766191	PRJNA1000275	Acinetobacter baumannii	Acinetobacter	17	1	16	5.882	16	2	1
GCA_038441215.1	SAMN36766190	PRJNA1000275	Acinetobacter baumannii	Acinetobacter	18	1	17	5.556	13	2	1
GCA_038441225.1	SAMN36766189	PRJNA1000275	Acinetobacter baumannii	Acinetobacter	16	2	14	12.5	14	2	1
GCA_038441235.1	SAMN36766188	PRJNA1000275	Acinetobacter baumannii	Acinetobacter	19	1	18	5.263	16	2	1
GCA_038441245.1	SAMN36766187	PRJNA1000275	Acinetobacter baumannii	Acinetobacter	18	0	18	0.0	15	1	0
GCA_038441255.1	SAMN36766186	PRJNA1000275	Acinetobacter baumannii	Acinetobacter	14	0	14	0.0	12	1	0
GCA_038441325.1	SAMN37223190	PRJNA1011532	Acinetobacter baumannii	Acinetobacter	14	11	3	78.571	13	2	1
GCA_038442095.1	SAMN37223189	PRJNA1011532	Acinetobacter baumannii	Acinetobacter	14	11	3	78.571	13	2	1
GCA_038442125.1	SAMN37223188	PRJNA1011532	Acinetobacter baumannii	Acinetobacter	3	0	3	0.0	3	1	0
GCA_038442225.1	SAMN40971052	PRJNA1100485	Acinetobacter baumannii	Acinetobacter	11	6	5	54.545	9	2	1
GCA_038442235.1	SAMN40971051	PRJNA1100485	Acinetobacter baumannii	Acinetobacter	10	6	4	60.0	9	2	1
GCA_038442265.1	SAMN40971050	PRJNA1100485	Acinetobacter baumannii	Acinetobacter	11	6	5	54.545	9	2	1
GCA_038442275.1	SAMN40971049	PRJNA1100485	Acinetobacter baumannii	Acinetobacter	10	6	4	60.0	9	2	1
GCA_038442285.1	SAMN40971048	PRJNA1100485	Acinetobacter baumannii	Acinetobacter	3	0	3	0.0	3	1	0
GCA_038442295.1	SAMN40971047	PRJNA1100485	Acinetobacter baumannii	Acinetobacter	10	6	4	60.0	9	2	1
GCA_038442305.1	SAMN40971046	PRJNA1100485	Acinetobacter baumannii	Acinetobacter	5	0	5	0.0	3	1	0
GCA_038442375.1	SAMN40971045	PRJNA1100485	Acinetobacter baumannii	Acinetobacter	11	6	5	54.545	9	2	1
GCA_038442385.1	SAMN40971044	PRJNA1100485	Acinetobacter baumannii	Acinetobacter	10	6	4	60.0	9	2	1
GCA_038442395.1	SAMN40971043	PRJNA1100485	Acinetobacter baumannii	Acinetobacter	5	0	5	0.0	3	1	0
GCA_038442405.1	SAMN40971042	PRJNA1100485	Acinetobacter baumannii	Acinetobacter	11	6	5	54.545	9	2	1
GCA_038442415.1	SAMN40971041	PRJNA1100485	Acinetobacter baumannii	Acinetobacter	11	6	5	54.545	9	2	1
GCA_038442425.1	SAMN40971040	PRJNA1100485	Acinetobacter baumannii	Acinetobacter	11	6	5	54.545	9	2	1
GCA_038442555.1	SAMN40971039	PRJNA1100485	Acinetobacter baumannii	Acinetobacter	11	6	5	54.545	9	2	1
GCA_038442565.1	SAMN40971038	PRJNA1100485	Acinetobacter baumannii	Acinetobacter	11	6	5	54.545	9	2	1
GCA_038442575.1	SAMN40971037	PRJNA1100485	Acinetobacter baumannii	Acinetobacter	11	6	5	54.545	9	2	1
GCA_038442585.1	SAMN40971036	PRJNA1100485	Acinetobacter baumannii	Acinetobacter	11	6	5	54.545	9	2	1
GCA_038442635.1	SAMN40971035	PRJNA1100485	Acinetobacter baumannii	Acinetobacter	11	6	5	54.545	9	2	1
GCA_038522965.2	SAMN41094845	PRJNA812595	Acinetobacter baumannii	Acinetobacter	15	0	15	0.0	11	1	0
GCA_038627255.2	SAMN41094844	PRJNA812595	Acinetobacter baumannii	Acinetobacter	14	0	14	0.0	11	1	0
GCA_038627275.2	SAMN41094846	PRJNA812595	Acinetobacter baumannii	Acinetobacter	14	0	14	0.0	11	1	0
GCA_038627335.2	SAMN41094848	PRJNA812595	Acinetobacter baumannii	Acinetobacter	7	0	7	0.0	7	1	0
GCA_038799315.1	SAMN39321995	PRJNA1037062	Pseudomonas aeruginosa	Pseudomonas	5	0	5	0.0	5	1	0
GCA_038983805.1	SAMN36374863	PRJNA992789	Acinetobacter baumannii	Acinetobacter	12	1	11	8.333	8	2	1
GCA_038985835.1	SAMN36374876	PRJNA992789	Acinetobacter baumannii	Acinetobacter	13	0	13	0.0	9	1	0
GCA_038987955.1	SAMN36374880	PRJNA992789	Acinetobacter baumannii	Acinetobacter	15	0	15	0.0	12	1	0
GCA_038990075.1	SAMN36374885	PRJNA992789	Acinetobacter baumannii	Acinetobacter	10	0	10	0.0	7	1	0
GCA_038992355.1	SAMN36374913	PRJNA992789	Acinetobacter baumannii	Acinetobacter	15	0	15	0.0	11	1	0
GCA_038993615.1	SAMN36374916	PRJNA992789	Acinetobacter baumannii	Acinetobacter	14	0	14	0.0	12	1	0
GCA_038995905.1	SAMN36374919	PRJNA992789	Acinetobacter baumannii	Acinetobacter	16	0	16	0.0	14	1	0
GCA_038998165.1	SAMN36374922	PRJNA992789	Acinetobacter baumannii	Acinetobacter	19	0	19	0.0	15	1	0
GCA_039518815.2	SAMN40557123	PRJNA812595	Acinetobacter baumannii	Acinetobacter	10	0	10	0.0	9	1	0
GCA_039545565.1	SAMN41107056	PRJNA835506	Acinetobacter baumannii	Acinetobacter	9	1	8	11.111	8	2	1
GCA_039545805.1	SAMN40869390	PRJNA1097362	Acinetobacter soli	Acinetobacter	1	0	1	0.0	1	1	0
GCA_039566025.1	SAMN29784748	PRJNA859431	Acinetobacter baumannii	Acinetobacter	13	0	13	0.0	11	1	0
GCA_039614705.1	SAMN41102864	PRJNA1105450	Acinetobacter nosocomialis	Acinetobacter	1	0	1	0.0	1	1	0
GCA_039649595.2	SAMN40967030	PRJNA1100309	Pseudomonas aeruginosa	Pseudomonas	6	2	4	33.333	6	2	1
GCA_039653385.2	SAMN41407424	PRJNA812595	Acinetobacter baumannii	Acinetobacter	6	0	6	0.0	5	1	0
GCA_039654205.1	SAMN40443483	PRJNA812595	Acinetobacter baumannii	Acinetobacter	6	0	6	0.0	5	1	0
GCA_039679115.1	SAMN41029554	PRJNA1102830	Acinetobacter sp.	Acinetobacter	4	1	3	25.0	3	2	1
GCA_039701065.1	SAMN41377726	PRJNA1110798	Acinetobacter baumannii	Acinetobacter	11	0	11	0.0	8	1	0
GCA_039704455.1	SAMN41316932	PRJNA1110044	Klebsiella pneumoniae	Klebsiella	21	15	6	71.429	15	3	2
GCA_039724115.1	SAMN41258475	PRJNA1108945	Klebsiella pneumoniae	Klebsiella	16	12	4	75.0	16	2	1
GCA_039725545.1	SAMN15646567	PRJNA607827	Acinetobacter calcoaceticus	Acinetobacter	2	0	2	0.0	2	1	0
GCA_039725555.1	SAMN15646566	PRJNA607827	Acinetobacter seifertii	Acinetobacter	1	0	1	0.0	1	1	0
GCA_039727595.1	SAMN41315612	PRJNA1110013	Klebsiella pneumoniae	Klebsiella	15	11	4	73.333	13	3	2
GCA_039779435.1	SAMN41384381	PRJNA812075	Acinetobacter baumannii	Acinetobacter	13	4	9	30.769	9	3	2
GCA_039780165.1	SAMN41384382	PRJNA812075	Acinetobacter baumannii	Acinetobacter	8	0	8	0.0	7	1	0
GCA_039861365.1	SAMN41318490	PRJNA1041350	Acinetobacter thermotolerans	Acinetobacter	4	3	1	75.0	4	2	1
GCA_039862785.1	SAMN41318483	PRJNA1041350	Acinetobacter thermotolerans	Acinetobacter	2	2	0	100.0	2	1	1
GCA_039864105.1	SAMN41318489	PRJNA1041350	Acinetobacter thermotolerans	Acinetobacter	3	0	3	0.0	3	1	0
GCA_039865185.1	SAMN41318488	PRJNA1041350	Acinetobacter thermotolerans	Acinetobacter	2	2	0	100.0	2	1	1
GCA_039866555.1	SAMN41318481	PRJNA1041350	Acinetobacter thermotolerans	Acinetobacter	3	2	1	66.667	3	2	1
GCA_040214375.1	SAMN41651210	PRJNA1119364	Acinetobacter pittii	Acinetobacter	2	0	2	0.0	2	1	0
GCA_040267665.1	SAMN41726357	PRJNA1121085	Acinetobacter baumannii	Acinetobacter	13	0	13	0.0	11	1	0
GCA_040273015.2	SAMN41984683	PRJNA288601	Acinetobacter baumannii	Acinetobacter	9	0	9	0.0	9	1	0
GCA_040273095.2	SAMN41984684	PRJNA288601	Acinetobacter baumannii	Acinetobacter	16	0	16	0.0	13	1	0
GCA_040273275.2	SAMN41984682	PRJNA288601	Klebsiella pneumoniae	Klebsiella	19	15	4	78.947	19	4	3
GCA_040273435.2	SAMN41984685	PRJNA288601	Acinetobacter baumannii	Acinetobacter	15	0	15	0.0	11	1	0
GCA_040277315.2	SAMN41984688	PRJNA288601	Klebsiella pneumoniae	Klebsiella	18	14	4	77.778	18	2	1
GCA_040357515.1	SAMN35727871	PRJNA983522	Acinetobacter baumannii	Acinetobacter	5	2	3	40.0	5	2	1
GCA_040436385.1	SAMD00775682	PRJDB10427	Acinetobacter towneri	Acinetobacter	11	11	0	100.0	11	1	1
GCA_040454745.2	SAMN42232595	PRJNA288601	Klebsiella pneumoniae	Klebsiella	19	15	4	78.947	19	4	3
GCA_040455575.2	SAMN42232590	PRJNA288601	Klebsiella pneumoniae	Klebsiella	23	9	14	39.13	22	2	1
GCA_040455895.2	SAMN42232598	PRJNA288601	Enterobacter hormaechei	Enterobacter	17	13	4	76.471	17	3	2
GCA_040529175.1	SAMN41728660	PRJNA1121093	Klebsiella pneumoniae	Klebsiella	7	0	7	0.0	5	1	0
GCA_040529205.1	SAMN41726358	PRJNA1121085	Acinetobacter baumannii	Acinetobacter	13	0	13	0.0	11	1	0
GCA_040529215.1	SAMN41726359	PRJNA1121085	Acinetobacter baumannii	Acinetobacter	13	0	13	0.0	11	1	0
GCA_040529225.1	SAMN41726407	PRJNA1121085	Acinetobacter baumannii	Acinetobacter	13	0	13	0.0	11	1	0
GCA_040529235.1	SAMN41726429	PRJNA1121085	Acinetobacter baumannii	Acinetobacter	13	0	13	0.0	11	1	0
GCA_040529245.1	SAMN41726430	PRJNA1121085	Acinetobacter baumannii	Acinetobacter	13	0	13	0.0	11	1	0
GCA_040529255.1	SAMN41726438	PRJNA1121085	Acinetobacter baumannii	Acinetobacter	13	0	13	0.0	11	1	0
GCA_040529265.1	SAMN41726437	PRJNA1121085	Acinetobacter baumannii	Acinetobacter	13	0	13	0.0	11	1	0
GCA_040529275.1	SAMN41726557	PRJNA1121085	Acinetobacter baumannii	Acinetobacter	13	0	13	0.0	11	1	0
GCA_040529285.1	SAMN41726560	PRJNA1121085	Acinetobacter baumannii	Acinetobacter	13	0	13	0.0	11	1	0
GCA_040529295.1	SAMN41726558	PRJNA1121085	Acinetobacter baumannii	Acinetobacter	13	0	13	0.0	11	1	0
GCA_040529305.1	SAMN41726561	PRJNA1121085	Acinetobacter baumannii	Acinetobacter	13	0	13	0.0	11	1	0
GCA_040529315.1	SAMN41726562	PRJNA1121085	Acinetobacter baumannii	Acinetobacter	13	0	13	0.0	11	1	0
GCA_040529325.1	SAMN41724871	PRJNA1121085	Acinetobacter baumannii	Acinetobacter	13	0	13	0.0	11	1	0
GCA_040536855.1	SAMN42110440	PRJNA1129009	Acinetobacter baumannii	Acinetobacter	14	0	14	0.0	12	1	0
GCA_040536945.1	SAMN41726360	PRJNA1121085	Acinetobacter baumannii	Acinetobacter	13	0	13	0.0	11	1	0
GCA_040536955.1	SAMN41726361	PRJNA1121085	Acinetobacter baumannii	Acinetobacter	13	0	13	0.0	11	1	0
GCA_040536965.1	SAMN41726427	PRJNA1121085	Acinetobacter baumannii	Acinetobacter	13	0	13	0.0	11	1	0
GCA_040543095.1	SAMN42110409	PRJNA1128891	Acinetobacter baumannii	Acinetobacter	17	6	11	35.294	14	2	1
GCA_040581475.1	SAMN26198448	PRJNA800017	Acinetobacter pittii	Acinetobacter	14	10	4	71.429	10	4	3
GCA_040703085.1	SAMN42110418	PRJNA1128891	Acinetobacter baumannii	Acinetobacter	17	6	11	35.294	14	2	1
GCA_040744925.1	SAMN42326721	PRJNA1131933	Acinetobacter sp.	Acinetobacter	1	0	1	0.0	1	1	0
GCA_040801815.1	SAMN42480256	PRJNA1034534	Acinetobacter baumannii	Acinetobacter	10	0	10	0.0	7	1	0
GCA_040822125.1	SAMN42510874	PRJNA1136224	Acinetobacter baumannii	Acinetobacter	5	2	3	40.0	5	2	1
GCA_040822385.1	SAMN42510942	PRJNA1136224	Acinetobacter baumannii	Acinetobacter	8	4	4	50.0	7	3	2
GCA_040822395.1	SAMN42510875	PRJNA1136224	Acinetobacter baumannii	Acinetobacter	5	2	3	40.0	5	2	1
GCA_040822405.1	SAMN42510876	PRJNA1136224	Acinetobacter baumannii	Acinetobacter	8	1	7	12.5	7	2	1
GCA_040822435.1	SAMN42510943	PRJNA1136224	Acinetobacter baumannii	Acinetobacter	3	0	3	0.0	3	1	0
GCA_040834015.1	SAMN42510403	PRJNA1136225	Acinetobacter baumannii	Acinetobacter	13	2	11	15.385	8	2	1
GCA_040897365.2	SAMN42837550	PRJNA288601	Klebsiella pneumoniae	Klebsiella	15	10	5	66.667	13	2	1
GCA_040897725.2	SAMN42837553	PRJNA288601	Klebsiella pneumoniae	Klebsiella	19	15	4	78.947	19	4	3
GCA_040897795.2	SAMN42837551	PRJNA288601	Klebsiella pneumoniae	Klebsiella	19	15	4	78.947	19	3	2
GCA_040898785.2	SAMN42837556	PRJNA288601	Acinetobacter baumannii	Acinetobacter	4	0	4	0.0	4	1	0
GCA_040898815.2	SAMN42837558	PRJNA288601	Klebsiella pneumoniae	Klebsiella	11	7	4	63.636	10	3	2
GCA_040899365.2	SAMN42837557	PRJNA288601	Klebsiella pneumoniae	Klebsiella	19	15	4	78.947	19	4	3
GCA_040930415.1	SAMN42510872	PRJNA1136225	Acinetobacter baumannii	Acinetobacter	4	1	3	25.0	3	2	1
GCA_040939585.2	SAMN42837561	PRJNA288601	Acinetobacter baumannii	Acinetobacter	10	0	10	0.0	6	1	0
GCA_040956905.1	SAMN41918911	PRJNA854605	Acinetobacter baumannii	Acinetobacter	12	0	12	0.0	11	1	0
GCA_040956925.1	SAMN41918910	PRJNA854605	Acinetobacter baumannii	Acinetobacter	13	0	13	0.0	11	1	0
GCA_040956955.1	SAMN41918908	PRJNA854605	Acinetobacter baumannii	Acinetobacter	12	0	12	0.0	11	1	0
GCA_040957165.1	SAMN41918903	PRJNA854605	Acinetobacter baumannii	Acinetobacter	14	0	14	0.0	12	1	0
GCA_040961385.1	SAMN42761192	PRJNA1110197	Acinetobacter lactucae	Acinetobacter	2	0	2	0.0	2	1	0
GCA_040965195.2	SAMN42924103	PRJNA288601	Pseudomonas aeruginosa	Pseudomonas	26	0	26	0.0	20	1	0
GCA_041004195.1	SAMN42440400	PRJNA1135755	Acinetobacter baumannii	Acinetobacter	20	0	20	0.0	12	1	0
GCA_041014305.2	SAMN42110417	PRJNA1128891	Acinetobacter baumannii	Acinetobacter	9	6	3	66.667	8	2	1
GCA_041021885.1	SAMN41540241	PRJNA1114904	Acinetobacter chenhuanii	Acinetobacter	1	1	0	100.0	1	1	1
GCA_041021895.1	SAMN41540240	PRJNA1114904	Acinetobacter chenhuanii	Acinetobacter	1	0	1	0.0	1	1	0
GCA_041021905.1	SAMN41540239	PRJNA1114904	Acinetobacter nosocomialis	Acinetobacter	12	11	1	91.667	11	2	1
GCA_041021915.1	SAMN41540238	PRJNA1114904	Acinetobacter yuyunsongii	Acinetobacter	8	8	0	100.0	8	2	2
GCA_041021925.1	SAMN41540237	PRJNA1114904	Acinetobacter pittii	Acinetobacter	5	3	2	60.0	5	2	1
GCA_041021935.1	SAMN41540236	PRJNA1114904	Acinetobacter nosocomialis	Acinetobacter	4	3	1	75.0	4	2	1
GCA_041021945.1	SAMN41540235	PRJNA1114904	Acinetobacter radioresistens	Acinetobacter	4	3	1	75.0	4	2	1
GCA_041085125.2	SAMN43047204	PRJNA288601	Klebsiella pneumoniae	Klebsiella	5	1	4	20.0	5	2	1
GCA_041154775.1	SAMD00778454	PRJDB18098	Acinetobacter baumannii	Acinetobacter	29	0	29	0.0	19	1	0
GCA_041154785.1	SAMD00778455	PRJDB18098	Acinetobacter baumannii	Acinetobacter	17	0	17	0.0	16	1	0
GCA_041154795.1	SAMD00778456	PRJDB18098	Acinetobacter baumannii	Acinetobacter	18	0	18	0.0	16	1	0
GCA_041154805.1	SAMD00778457	PRJDB18098	Acinetobacter baumannii	Acinetobacter	5	0	5	0.0	4	1	0
GCA_041154815.1	SAMD00778461	PRJDB18098	Acinetobacter baumannii	Acinetobacter	12	0	12	0.0	10	1	0
GCA_041154825.1	SAMD00778471	PRJDB18098	Acinetobacter baumannii	Acinetobacter	9	0	9	0.0	7	1	0
GCA_041154835.1	SAMD00778472	PRJDB18098	Acinetobacter baumannii	Acinetobacter	17	0	17	0.0	13	1	0
GCA_041154845.1	SAMD00778479	PRJDB18098	Acinetobacter baumannii	Acinetobacter	15	9	6	60.0	14	2	1
GCA_041154855.1	SAMD00778487	PRJDB18098	Acinetobacter baumannii	Acinetobacter	8	0	8	0.0	6	1	0
GCA_041154865.1	SAMD00778497	PRJDB18098	Acinetobacter baumannii	Acinetobacter	16	13	3	81.25	15	2	1
GCA_041154875.1	SAMD00778518	PRJDB18098	Acinetobacter baumannii	Acinetobacter	24	0	24	0.0	16	1	0
GCA_041222715.1	SAMN42955212	PRJNA1142700	Klebsiella pneumoniae	Klebsiella	19	17	2	89.474	16	4	3
GCA_041283555.2	SAMN43063588	PRJNA1145358	Klebsiella pneumoniae	Klebsiella	7	3	4	42.857	7	2	1
GCA_041291955.2	SAMN43185125	PRJNA288601	Klebsiella pneumoniae	Klebsiella	16	10	6	62.5	14	2	1
GCA_041291985.2	SAMN43185118	PRJNA288601	Klebsiella pneumoniae	Klebsiella	18	14	4	77.778	18	3	2
GCA_041292005.2	SAMN43185119	PRJNA288601	Acinetobacter baumannii	Acinetobacter	5	0	5	0.0	3	1	0
GCA_041292025.2	SAMN43185120	PRJNA288601	Acinetobacter baumannii	Acinetobacter	14	1	13	7.143	11	2	1
GCA_041292045.2	SAMN43185121	PRJNA288601	Acinetobacter baumannii	Acinetobacter	14	1	13	7.143	11	2	1
GCA_041292065.2	SAMN43185122	PRJNA288601	Acinetobacter baumannii	Acinetobacter	14	1	13	7.143	11	2	1
GCA_041292085.2	SAMN43185124	PRJNA288601	Klebsiella pneumoniae	Klebsiella	10	6	4	60.0	10	2	1
GCA_041292125.2	SAMN43185123	PRJNA288601	Klebsiella pneumoniae	Klebsiella	32	28	4	87.5	16	3	2
GCA_041462955.2	SAMN43321947	PRJNA288601	Klebsiella pneumoniae	Klebsiella	21	17	4	80.952	21	3	2
GCA_041462975.2	SAMN43321945	PRJNA288601	Klebsiella oxytoca	Klebsiella	17	14	3	82.353	15	2	1
GCA_041501485.1	SAMN43259722	PRJNA1149802	Acinetobacter radioresistens	Acinetobacter	4	3	1	75.0	4	2	1
GCA_041501495.1	SAMN43259723	PRJNA1149802	Acinetobacter ursingii	Acinetobacter	3	3	0	100.0	3	1	1
GCA_041714735.1	SAMN42837559	PRJNA288601	Acinetobacter lactucae	Acinetobacter	2	0	2	0.0	2	1	0
GCA_041714745.1	SAMN42924106	PRJNA288601	Acinetobacter bereziniae	Acinetobacter	1	0	1	0.0	1	1	0
GCA_041755815.2	SAMN43499734	PRJNA288601	Klebsiella oxytoca	Klebsiella	17	14	3	82.353	15	2	1
GCA_041760675.2	SAMN43497282	PRJNA288601	Klebsiella pneumoniae	Klebsiella	16	12	4	75.0	16	3	2
GCA_041760695.2	SAMN43497284	PRJNA288601	Acinetobacter baumannii	Acinetobacter	6	0	6	0.0	5	1	0
