assembly_accession	assembly_version	replicon_accession	replicon_name	replicon_length	topology	species	genus	bioproject_accession	n_chromosomal_arg_occurrences	n_context_blocks	download_url	local_filename	expected_checksum
GCF_040834085.1	GCF_040834085.1	NZ_CP162155.1	chromosome	4994650	circular	Enterobacter cloacae	Enterobacter	PRJNA1134078	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP162155.1&rettype=fasta&retmode=text	NZ_CP162155.1.fna	
GCF_040892575.1	GCF_040892575.1	NZ_CP162156.1	chromosome	4796447	circular	Enterobacter cloacae	Enterobacter	PRJNA1134078	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP162156.1&rettype=fasta&retmode=text	NZ_CP162156.1.fna	
GCF_040892585.1	GCF_040892585.1	NZ_CP162154.1	chromosome	4924798	circular	Enterobacter cloacae	Enterobacter	PRJNA1134078	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP162154.1&rettype=fasta&retmode=text	NZ_CP162154.1.fna	
GCF_043972705.1	GCF_043972705.1	NZ_CP143746.1	chromosome	5120482	circular	Enterobacter cloacae	Enterobacter	PRJNA1067818	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP143746.1&rettype=fasta&retmode=text	NZ_CP143746.1.fna	
GCF_043974055.1	GCF_043974055.1	NZ_CP143771.1	chromosome	5036527	circular	Enterobacter cloacae	Enterobacter	PRJNA1067818	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP143771.1&rettype=fasta&retmode=text	NZ_CP143771.1.fna	
GCF_045348775.1	GCF_045348775.1	NZ_CP162159.1	chromosome	4873501	circular	Enterobacter cloacae	Enterobacter	PRJNA1134078	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP162159.1&rettype=fasta&retmode=text	NZ_CP162159.1.fna	
GCF_045348785.1	GCF_045348785.1	NZ_CP162158.1	chromosome	5140115	circular	Enterobacter cloacae	Enterobacter	PRJNA1134078	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP162158.1&rettype=fasta&retmode=text	NZ_CP162158.1.fna	
GCF_900322725.1	GCF_900322725.1	NZ_LT991957.1	C45	4783258	linear	Enterobacter cloacae	Enterobacter	PRJEB25613	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_LT991957.1&rettype=fasta&retmode=text	NZ_LT991957.1.fna	
GCF_905331265.2	GCF_905331265.2	NZ_OW968328.1	chromosome	4886885	circular	Enterobacter cloacae	Enterobacter	PRJEB42440	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_OW968328.1&rettype=fasta&retmode=text	NZ_OW968328.1.fna	
GCF_905338035.1	GCF_905338035.1	NZ_OW970320.1	chromosome	4783994	circular	Enterobacter cloacae	Enterobacter	PRJEB42440	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_OW970320.1&rettype=fasta&retmode=text	NZ_OW970320.1.fna	
GCF_008364625.2	GCF_008364625.2	NZ_CP126604.1	chromosome	4554876	circular	Enterobacter dykesii	Enterobacter	PRJNA559804	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP126604.1&rettype=fasta&retmode=text	NZ_CP126604.1.fna	
GCA_018597075.2	GCA_018597075.2	CP128417.1	chromosome	5042566	circular	Enterobacter hormaechei	Enterobacter	PRJNA415108	2	2	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP128417.1&rettype=fasta&retmode=text	CP128417.1.fna	
GCA_022376795.1	GCA_022376795.1	CP067065.1	chromosome	4796007	circular	Enterobacter hormaechei	Enterobacter	PRJNA686409	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP067065.1&rettype=fasta&retmode=text	CP067065.1.fna	
GCA_027577865.1	GCA_027577865.1	CP114144.1	chromosome	4774226	circular	Enterobacter hormaechei	Enterobacter	PRJNA288601	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP114144.1&rettype=fasta&retmode=text	CP114144.1.fna	
GCA_028532685.1	GCA_028532685.1	CP116959.1	chromosome	4900233	circular	Enterobacter hormaechei	Enterobacter	PRJNA401340	6	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP116959.1&rettype=fasta&retmode=text	CP116959.1.fna	
GCA_029873415.1	GCA_029873415.1	CP123601.1	chromosome	4871021	circular	Enterobacter hormaechei	Enterobacter	PRJNA956928	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP123601.1&rettype=fasta&retmode=text	CP123601.1.fna	
GCA_029962545.1	GCA_029962545.1	CP096598.1	chromosome	4716283	circular	Enterobacter hormaechei	Enterobacter	PRJNA812965	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP096598.1&rettype=fasta&retmode=text	CP096598.1.fna	
GCA_029962565.1	GCA_029962565.1	CP096994.1	chromosome	4784502	circular	Enterobacter hormaechei	Enterobacter	PRJNA812965	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP096994.1&rettype=fasta&retmode=text	CP096994.1.fna	
GCA_030179315.1	GCA_030179315.1	CP109738.1	chromosome	4551923	circular	Enterobacter hormaechei	Enterobacter	PRJNA288601	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP109738.1&rettype=fasta&retmode=text	CP109738.1.fna	
GCA_030179615.1	GCA_030179615.1	CP109748.1	chromosome	4574793	circular	Enterobacter hormaechei	Enterobacter	PRJNA288601	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP109748.1&rettype=fasta&retmode=text	CP109748.1.fna	
GCA_030718955.1	GCA_030718955.1	CP132209.1	chromosome	4752231	circular	Enterobacter hormaechei	Enterobacter	PRJNA288601	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP132209.1&rettype=fasta&retmode=text	CP132209.1.fna	
GCA_036324625.1	GCA_036324625.1	CP143329.1	chromosome	4735994	circular	Enterobacter hormaechei	Enterobacter	PRJNA288601	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP143329.1&rettype=fasta&retmode=text	CP143329.1.fna	
GCA_036324645.1	GCA_036324645.1	CP143337.1	chromosome	4780110	circular	Enterobacter hormaechei	Enterobacter	PRJNA288601	13	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP143337.1&rettype=fasta&retmode=text	CP143337.1.fna	
GCA_040455895.2	GCA_040455895.2	CP167101.1	chromosome	4678822	circular	Enterobacter hormaechei	Enterobacter	PRJNA288601	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP167101.1&rettype=fasta&retmode=text	CP167101.1.fna	
GCA_041890495.1	GCA_041890495.1	CP169086.1	chromosome	5197128	circular	Enterobacter hormaechei	Enterobacter	PRJNA1151253	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP169086.1&rettype=fasta&retmode=text	CP169086.1.fna	
GCA_042209615.2	GCA_042209615.2	CP174052.1	chromosome	4725602	circular	Enterobacter hormaechei	Enterobacter	PRJNA288601	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP174052.1&rettype=fasta&retmode=text	CP174052.1.fna	
GCA_042434945.1	GCA_042434945.1	CP170191.1	chromosome	4805535	circular	Enterobacter hormaechei	Enterobacter	PRJNA1151271	2	2	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP170191.1&rettype=fasta&retmode=text	CP170191.1.fna	
GCF_002968455.1	GCF_002968455.1	NZ_CP027142.1	chromosome	4847226	circular	Enterobacter hormaechei	Enterobacter	PRJNA316321	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP027142.1&rettype=fasta&retmode=text	NZ_CP027142.1.fna	
GCF_003051945.2	GCF_003051945.2	NZ_CP028538.2	chromosome	4776086	circular	Enterobacter hormaechei	Enterobacter	PRJNA415108	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP028538.2&rettype=fasta&retmode=text	NZ_CP028538.2.fna	
GCF_003073995.1	GCF_003073995.1	NZ_CP029126.1	chromosome	4891057	circular	Enterobacter hormaechei	Enterobacter	PRJNA316321	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP029126.1&rettype=fasta&retmode=text	NZ_CP029126.1.fna	
GCF_003186415.1	GCF_003186415.1	NZ_CP021162.1	chromosome	4656282	circular	Enterobacter hormaechei	Enterobacter	PRJNA278886	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP021162.1&rettype=fasta&retmode=text	NZ_CP021162.1.fna	
GCF_003186565.1	GCF_003186565.1	NZ_CP021167.1	chromosome	4656223	circular	Enterobacter hormaechei	Enterobacter	PRJNA278886	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP021167.1&rettype=fasta&retmode=text	NZ_CP021167.1.fna	
GCF_003254805.1	GCF_003254805.1	NZ_CP030007.1	chromosome	4956155	circular	Enterobacter hormaechei	Enterobacter	PRJNA475446	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP030007.1&rettype=fasta&retmode=text	NZ_CP030007.1.fna	
GCF_003264955.1	GCF_003264955.1	NZ_CP030076.1	chromosome	4847638	circular	Enterobacter hormaechei	Enterobacter	PRJNA476055	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP030076.1&rettype=fasta&retmode=text	NZ_CP030076.1.fna	
GCF_003288475.1	GCF_003288475.1	NZ_CP030347.1	chromosome	5018145	circular	Enterobacter hormaechei	Enterobacter	PRJNA316321	8	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP030347.1&rettype=fasta&retmode=text	NZ_CP030347.1.fna	
GCF_003382725.1	GCF_003382725.1	NZ_CP029246.1	chromosome	4752717	circular	Enterobacter hormaechei	Enterobacter	PRJNA417482	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP029246.1&rettype=fasta&retmode=text	NZ_CP029246.1.fna	
GCF_003408555.1	GCF_003408555.1	NZ_CP031565.1	chromosome	4722490	circular	Enterobacter hormaechei	Enterobacter	PRJNA302185	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP031565.1&rettype=fasta&retmode=text	NZ_CP031565.1.fna	
GCF_003408575.1	GCF_003408575.1	NZ_CP031571.1	chromosome	4843622	circular	Enterobacter hormaechei	Enterobacter	PRJNA302185	5	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP031571.1&rettype=fasta&retmode=text	NZ_CP031571.1.fna	
GCF_003408595.1	GCF_003408595.1	NZ_CP031574.1	chromosome	4912800	circular	Enterobacter hormaechei	Enterobacter	PRJNA302185	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP031574.1&rettype=fasta&retmode=text	NZ_CP031574.1.fna	
GCF_003428425.1	GCF_003428425.1	NZ_CP031726.1	chromosome	4535860	circular	Enterobacter hormaechei	Enterobacter	PRJNA415108	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP031726.1&rettype=fasta&retmode=text	NZ_CP031726.1.fna	
GCF_003586025.1	GCF_003586025.1	NZ_CP024908.1	chromosome	4753669	circular	Enterobacter hormaechei	Enterobacter	PRJNA417482	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP024908.1&rettype=fasta&retmode=text	NZ_CP024908.1.fna	
GCF_003660125.1	GCF_003660125.1	NZ_CP032841.1	chromosome	4739272	circular	Enterobacter hormaechei	Enterobacter	PRJNA494598	3	2	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP032841.1&rettype=fasta&retmode=text	NZ_CP032841.1.fna	
GCF_003964795.2	GCF_003964795.2	NZ_CP043382.1	chromosome	4698270	circular	Enterobacter hormaechei	Enterobacter	PRJNA415108	12	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP043382.1&rettype=fasta&retmode=text	NZ_CP043382.1.fna	
GCF_003965345.2	GCF_003965345.2	NZ_CP036310.1	chromosome	4639926	circular	Enterobacter hormaechei	Enterobacter	PRJNA415108	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP036310.1&rettype=fasta&retmode=text	NZ_CP036310.1.fna	
GCF_004118875.1	GCF_004118875.1	NZ_CP035385.1	chromosome	4850296	circular	Enterobacter hormaechei	Enterobacter	PRJNA515436	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP035385.1&rettype=fasta&retmode=text	NZ_CP035385.1.fna	
GCF_005217135.2	GCF_005217135.2	NZ_CP054411.1	chromosome	4654245	circular	Enterobacter hormaechei	Enterobacter	PRJNA539923	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP054411.1&rettype=fasta&retmode=text	NZ_CP054411.1.fna	
GCF_005217155.2	GCF_005217155.2	NZ_CP054410.1	chromosome	4880275	circular	Enterobacter hormaechei	Enterobacter	PRJNA539918	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP054410.1&rettype=fasta&retmode=text	NZ_CP054410.1.fna	
GCF_007556795.1	GCF_007556795.1	NZ_CP041733.1	chromosome	4804295	circular	Enterobacter hormaechei	Enterobacter	PRJNA549322	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP041733.1&rettype=fasta&retmode=text	NZ_CP041733.1.fna	
GCF_008123985.1	GCF_008123985.1	NZ_CP043225.1	chromosome	4635242	circular	Enterobacter hormaechei	Enterobacter	PRJNA560883	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP043225.1&rettype=fasta&retmode=text	NZ_CP043225.1.fna	
GCF_008124025.1	GCF_008124025.1	NZ_CP043226.1	chromosome	4635256	circular	Enterobacter hormaechei	Enterobacter	PRJNA560883	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP043226.1&rettype=fasta&retmode=text	NZ_CP043226.1.fna	
GCF_008370065.2	GCF_008370065.2	NZ_CP126608.1	chromosome	4701271	circular	Enterobacter hormaechei	Enterobacter	PRJNA559804	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP126608.1&rettype=fasta&retmode=text	NZ_CP126608.1.fna	
GCF_008693905.1	GCF_008693905.1	NZ_CP044107.1	chromosome	4698106	circular	Enterobacter hormaechei	Enterobacter	PRJNA231221	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP044107.1&rettype=fasta&retmode=text	NZ_CP044107.1.fna	
GCF_008931325.1	GCF_008931325.1	NZ_CP042566.1	chromosome	4714649	circular	Enterobacter hormaechei	Enterobacter	PRJNA550014	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP042566.1&rettype=fasta&retmode=text	NZ_CP042566.1.fna	
GCF_008931405.1	GCF_008931405.1	NZ_CP042488.1	chromosome	4780403	circular	Enterobacter hormaechei	Enterobacter	PRJNA550014	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP042488.1&rettype=fasta&retmode=text	NZ_CP042488.1.fna	
GCF_008931525.1	GCF_008931525.1	NZ_CP042571.1	chromosome	4841070	circular	Enterobacter hormaechei	Enterobacter	PRJNA550014	6	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP042571.1&rettype=fasta&retmode=text	NZ_CP042571.1.fna	
GCF_008931585.1	GCF_008931585.1	NZ_CP042540.1	chromosome	4719578	circular	Enterobacter hormaechei	Enterobacter	PRJNA550014	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP042540.1&rettype=fasta&retmode=text	NZ_CP042540.1.fna	
GCF_008931645.1	GCF_008931645.1	NZ_CP042551.1	chromosome	5068785	circular	Enterobacter hormaechei	Enterobacter	PRJNA550014	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP042551.1&rettype=fasta&retmode=text	NZ_CP042551.1.fna	
GCF_009497055.1	GCF_009497055.1	NZ_CP045611.1	chromosome	4869611	linear	Enterobacter hormaechei	Enterobacter	PRJNA551102	15	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP045611.1&rettype=fasta&retmode=text	NZ_CP045611.1.fna	
GCF_009728975.1	GCF_009728975.1	NZ_CP046271.1	chromosome	4572253	circular	Enterobacter hormaechei	Enterobacter	PRJNA589496	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP046271.1&rettype=fasta&retmode=text	NZ_CP046271.1.fna	
GCF_009738085.1	GCF_009738085.1	NZ_CP033102.1	chromosome	5018729	circular	Enterobacter hormaechei	Enterobacter	PRJNA495112	7	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP033102.1&rettype=fasta&retmode=text	NZ_CP033102.1.fna	
GCF_009834325.1	GCF_009834325.1	NZ_CP034754.1	chromosome	4845040	circular	Enterobacter hormaechei	Enterobacter	PRJNA339843	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP034754.1&rettype=fasta&retmode=text	NZ_CP034754.1.fna	
GCF_009905155.1	GCF_009905155.1	NZ_CP047570.1	chromosome	4619717	circular	Enterobacter hormaechei	Enterobacter	PRJNA599539	2	2	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP047570.1&rettype=fasta&retmode=text	NZ_CP047570.1.fna	
GCF_009930835.1	GCF_009930835.1	NZ_CP023569.1	chromosome	4833651	circular	Enterobacter hormaechei	Enterobacter	PRJNA411992	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP023569.1&rettype=fasta&retmode=text	NZ_CP023569.1.fna	
GCF_009930935.1	GCF_009930935.1	NZ_CP027111.1	chromosome	4959214	circular	Enterobacter hormaechei	Enterobacter	PRJNA434358	9	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP027111.1&rettype=fasta&retmode=text	NZ_CP027111.1.fna	
GCF_010319625.1	GCF_010319625.1	NZ_AP019817.1	chromosome	4689117	circular	Enterobacter hormaechei	Enterobacter	PRJDB8177	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_AP019817.1&rettype=fasta&retmode=text	NZ_AP019817.1.fna	
GCF_011044215.1	GCF_011044215.1	NZ_CP049046.1	chromosome	4719755	circular	Enterobacter hormaechei	Enterobacter	PRJNA607390	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP049046.1&rettype=fasta&retmode=text	NZ_CP049046.1.fna	
GCF_011045335.1	GCF_011045335.1	NZ_CP049188.1	chromosome	4782705	circular	Enterobacter hormaechei	Enterobacter	PRJNA607627	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP049188.1&rettype=fasta&retmode=text	NZ_CP049188.1.fna	
GCF_011045355.1	GCF_011045355.1	NZ_CP049192.1	chromosome	4783459	circular	Enterobacter hormaechei	Enterobacter	PRJNA607915	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP049192.1&rettype=fasta&retmode=text	NZ_CP049192.1.fna	
GCF_012562255.1	GCF_012562255.1	NZ_CP051132.1	chromosome	4914558	circular	Enterobacter hormaechei	Enterobacter	PRJNA616711	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP051132.1&rettype=fasta&retmode=text	NZ_CP051132.1.fna	
GCF_012975085.1	GCF_012975085.1	NZ_CP044335.1	chromosome	4655363	circular	Enterobacter hormaechei	Enterobacter	PRJNA492847	4	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP044335.1&rettype=fasta&retmode=text	NZ_CP044335.1.fna	
GCF_013046845.1	GCF_013046845.1	NZ_CP053190.1	chromosome	4673152	circular	Enterobacter hormaechei	Enterobacter	PRJNA630061	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP053190.1&rettype=fasta&retmode=text	NZ_CP053190.1.fna	
GCF_013624605.1	GCF_013624605.1	NZ_CP058128.1	chromosome	4864832	circular	Enterobacter hormaechei	Enterobacter	PRJNA605147	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP058128.1&rettype=fasta&retmode=text	NZ_CP058128.1.fna	
GCF_013624995.1	GCF_013624995.1	NZ_CP058146.1	chromosome	4939784	circular	Enterobacter hormaechei	Enterobacter	PRJNA605147	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP058146.1&rettype=fasta&retmode=text	NZ_CP058146.1.fna	
GCF_013625115.1	GCF_013625115.1	NZ_CP058149.1	chromosome	4800673	circular	Enterobacter hormaechei	Enterobacter	PRJNA605147	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP058149.1&rettype=fasta&retmode=text	NZ_CP058149.1.fna	
GCF_013625265.1	GCF_013625265.1	NZ_CP058153.1	chromosome	4738678	circular	Enterobacter hormaechei	Enterobacter	PRJNA605147	3	2	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP058153.1&rettype=fasta&retmode=text	NZ_CP058153.1.fna	
GCF_013625435.1	GCF_013625435.1	NZ_CP058157.1	chromosome	4806389	circular	Enterobacter hormaechei	Enterobacter	PRJNA605147	3	2	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP058157.1&rettype=fasta&retmode=text	NZ_CP058157.1.fna	
GCF_013625575.1	GCF_013625575.1	NZ_CP058160.1	chromosome	4737627	circular	Enterobacter hormaechei	Enterobacter	PRJNA605147	3	2	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP058160.1&rettype=fasta&retmode=text	NZ_CP058160.1.fna	
GCF_013625795.1	GCF_013625795.1	NZ_CP058164.1	chromosome	4711550	circular	Enterobacter hormaechei	Enterobacter	PRJNA605147	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP058164.1&rettype=fasta&retmode=text	NZ_CP058164.1.fna	
GCF_013629235.1	GCF_013629235.1	NZ_CP058167.1	chromosome	4769962	circular	Enterobacter hormaechei	Enterobacter	PRJNA605147	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP058167.1&rettype=fasta&retmode=text	NZ_CP058167.1.fna	
GCF_013629455.1	GCF_013629455.1	NZ_CP058172.1	chromosome	5061465	circular	Enterobacter hormaechei	Enterobacter	PRJNA605147	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP058172.1&rettype=fasta&retmode=text	NZ_CP058172.1.fna	
GCF_013629675.1	GCF_013629675.1	NZ_CP058175.1	chromosome	4817823	circular	Enterobacter hormaechei	Enterobacter	PRJNA605147	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP058175.1&rettype=fasta&retmode=text	NZ_CP058175.1.fna	
GCF_013635255.1	GCF_013635255.1	NZ_CP058187.1	chromosome	4794265	circular	Enterobacter hormaechei	Enterobacter	PRJNA605147	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP058187.1&rettype=fasta&retmode=text	NZ_CP058187.1.fna	
GCF_013635495.1	GCF_013635495.1	NZ_CP058191.1	chromosome	4921849	circular	Enterobacter hormaechei	Enterobacter	PRJNA605147	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP058191.1&rettype=fasta&retmode=text	NZ_CP058191.1.fna	
GCF_013726395.1	GCF_013726395.1	NZ_CP056132.1	chromosome	4766311	circular	Enterobacter hormaechei	Enterobacter	PRJNA605147	3	2	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP056132.1&rettype=fasta&retmode=text	NZ_CP056132.1.fna	
GCF_013731155.1	GCF_013731155.1	NZ_CP056155.1	chromosome	4398880	circular	Enterobacter hormaechei	Enterobacter	PRJNA605147	3	2	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP056155.1&rettype=fasta&retmode=text	NZ_CP056155.1.fna	
GCF_013734275.1	GCF_013734275.1	NZ_CP056676.1	chromosome	5032884	circular	Enterobacter hormaechei	Enterobacter	PRJNA605147	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP056676.1&rettype=fasta&retmode=text	NZ_CP056676.1.fna	
GCF_013734915.1	GCF_013734915.1	NZ_CP056691.1	chromosome	4870455	circular	Enterobacter hormaechei	Enterobacter	PRJNA605147	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP056691.1&rettype=fasta&retmode=text	NZ_CP056691.1.fna	
