assembly_version	organism	scheme	st	profile
GCA_039780165.1	Acinetobacter baumannii	abaumannii_2	1	Pas_cpn60(1),Pas_fusA(1),Pas_gltA(1),Pas_pyrG(1),Pas_recA(5),Pas_rplB(1),Pas_rpoB(1)
GCA_040529315.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_040529215.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_041462975.2	Klebsiella oxytoca	klebsiella	-	gapA(150),infB(126),mdh(-),pgi(~171),phoE(-),rpoB(~149),tonB(-)
GCA_039701065.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_041768005.2	Klebsiella oxytoca	klebsiella	-	gapA(150),infB(126),mdh(-),pgi(~171),phoE(-),rpoB(~149),tonB(-)
GCA_041755815.2	Klebsiella oxytoca	klebsiella	-	gapA(150),infB(126),mdh(-),pgi(~171),phoE(-),rpoB(~149),tonB(-)
GCA_040536945.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_041822865.1	Klebsiella pneumoniae	klebsiella	20	gapA(2),infB(3),mdh(1),pgi(1),phoE(4),rpoB(4),tonB(4)
GCA_041834325.1	Klebsiella pneumoniae	klebsiella	37	gapA(2),infB(9),mdh(2),pgi(1),phoE(13),rpoB(1),tonB(16)
GCA_041825775.1	Klebsiella pneumoniae	klebsiella	592	gapA(2),infB(3),mdh(6),pgi(1),phoE(9),rpoB(4),tonB(13)
GCA_040529205.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_041801535.1	Acinetobacter baumannii	abaumannii_2	-	Pas_cpn60(5),Pas_fusA(1),Pas_gltA(101),Pas_pyrG(2),Pas_recA(5),Pas_rplB(1),Pas_rpoB(5)
GCA_041831655.1	Klebsiella pneumoniae	klebsiella	15	gapA(1),infB(1),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCA_039704455.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCA_041813235.1	Klebsiella pneumoniae	klebsiella	4024	gapA(2),infB(1),mdh(1),pgi(146),phoE(9),rpoB(31),tonB(12)
GCA_041004195.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_041837985.1	Klebsiella pneumoniae	klebsiella	20	gapA(2),infB(3),mdh(1),pgi(1),phoE(4),rpoB(4),tonB(4)
GCA_041819845.1	Klebsiella pneumoniae	klebsiella	37	gapA(2),infB(9),mdh(2),pgi(1),phoE(13),rpoB(1),tonB(16)
GCA_040357515.1	Acinetobacter baumannii	abaumannii_2	10	Pas_cpn60(1),Pas_fusA(3),Pas_gltA(2),Pas_pyrG(1),Pas_recA(4),Pas_rplB(4),Pas_rpoB(4)
GCA_041840975.1	Klebsiella pneumoniae	klebsiella	-	gapA(407?),infB(1),mdh(1),pgi(1),phoE(9),rpoB(4),tonB(12)
GCA_040455575.2	Klebsiella pneumoniae	klebsiella	45	gapA(2),infB(1),mdh(1),pgi(6),phoE(7),rpoB(1),tonB(12)
GCA_041085125.2	Klebsiella pneumoniae	klebsiella	147	gapA(3),infB(4),mdh(6),pgi(1),phoE(7),rpoB(4),tonB(38)
GCA_041810345.1	Klebsiella pneumoniae	klebsiella	15	gapA(1),infB(1),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCA_041462955.2	Klebsiella pneumoniae	klebsiella	307	gapA(4),infB(1),mdh(2),pgi(52),phoE(1),rpoB(1),tonB(7)
GCA_039724115.1	Klebsiella pneumoniae	klebsiella	307	gapA(4),infB(1),mdh(2),pgi(52),phoE(1),rpoB(1),tonB(7)
GCA_039727595.1	Klebsiella pneumoniae	klebsiella	-	gapA(4),infB(1),mdh(2),pgi(52),phoE(1),rpoB(1),tonB(-)
GCA_041291955.2	Klebsiella pneumoniae	klebsiella	464	gapA(2),infB(5),mdh(2),pgi(1),phoE(26),rpoB(1),tonB(2)
GCA_040897365.2	Klebsiella pneumoniae	klebsiella	14	gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCA_040277315.2	Klebsiella pneumoniae	klebsiella	147	gapA(3),infB(4),mdh(6),pgi(1),phoE(7),rpoB(4),tonB(38)
GCA_041292085.2	Klebsiella pneumoniae	klebsiella	37	gapA(2),infB(9),mdh(2),pgi(1),phoE(13),rpoB(1),tonB(16)
GCA_040273275.2	Klebsiella pneumoniae	klebsiella	147	gapA(3),infB(4),mdh(6),pgi(1),phoE(7),rpoB(4),tonB(38)
GCA_041765425.1	Klebsiella pneumoniae	klebsiella	14	gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCA_040529175.1	Klebsiella pneumoniae	klebsiella	101	gapA(2),infB(6),mdh(1),pgi(5),phoE(4),rpoB(1),tonB(6)
GCA_040899365.2	Klebsiella pneumoniae	klebsiella	147	gapA(3),infB(4),mdh(6),pgi(1),phoE(7),rpoB(4),tonB(38)
GCA_041807495.1	Klebsiella pneumoniae	klebsiella	307	gapA(4),infB(1),mdh(2),pgi(52),phoE(1),rpoB(1),tonB(7)
GCA_041765435.1	Klebsiella pneumoniae	klebsiella	261	gapA(2),infB(1),mdh(1),pgi(1),phoE(4),rpoB(27),tonB(12)
GCA_041760675.2	Klebsiella pneumoniae	klebsiella	45	gapA(2),infB(1),mdh(1),pgi(6),phoE(7),rpoB(1),tonB(12)
GCA_040898815.2	Klebsiella pneumoniae	klebsiella	307	gapA(4),infB(1),mdh(2),pgi(52),phoE(1),rpoB(1),tonB(7)
GCA_041283555.2	Klebsiella pneumoniae	klebsiella	592	gapA(2),infB(3),mdh(6),pgi(1),phoE(9),rpoB(4),tonB(13)
GCA_040897795.2	Klebsiella pneumoniae	klebsiella	147	gapA(3),infB(4),mdh(6),pgi(1),phoE(7),rpoB(4),tonB(38)
GCA_041222715.1	Klebsiella pneumoniae	klebsiella	313	gapA(10),infB(3),mdh(1),pgi(1),phoE(9),rpoB(10),tonB(9)
GCA_041292125.2	Klebsiella pneumoniae	klebsiella	7498	gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(8),tonB(24)
GCA_040454745.2	Klebsiella pneumoniae	klebsiella	147	gapA(3),infB(4),mdh(6),pgi(1),phoE(7),rpoB(4),tonB(38)
GCA_041765415.1	Klebsiella pneumoniae	klebsiella	14	gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCA_041291985.2	Klebsiella pneumoniae	klebsiella	147	gapA(3),infB(4),mdh(6),pgi(1),phoE(7),rpoB(4),tonB(38)
GCA_040897725.2	Klebsiella pneumoniae	klebsiella	147	gapA(3),infB(4),mdh(6),pgi(1),phoE(7),rpoB(4),tonB(38)
GCA_041844285.1	Klebsiella pneumoniae	klebsiella	180	gapA(2),infB(1),mdh(1),pgi(34),phoE(4),rpoB(1),tonB(64)
GCA_041860185.1	Klebsiella pneumoniae	klebsiella	1664	gapA(2),infB(1),mdh(1),pgi(1),phoE(21),rpoB(4),tonB(271)
GCA_041861585.1	Klebsiella pneumoniae	klebsiella	15	gapA(1),infB(1),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCA_041860495.1	Klebsiella pneumoniae	klebsiella	35	gapA(2),infB(1),mdh(2),pgi(1),phoE(10),rpoB(1),tonB(19)
GCA_041860155.1	Klebsiella pneumoniae	klebsiella	3370	gapA(2),infB(1),mdh(2),pgi(14),phoE(9),rpoB(187),tonB(5)
GCA_041860175.1	Klebsiella pneumoniae	klebsiella	37	gapA(2),infB(9),mdh(2),pgi(1),phoE(13),rpoB(1),tonB(16)
GCA_041860505.1	Klebsiella pneumoniae	klebsiella	2108	gapA(2),infB(1),mdh(1),pgi(3),phoE(12),rpoB(1),tonB(5)
GCA_041860445.1	Klebsiella pneumoniae	klebsiella	3048	gapA(2),infB(1),mdh(2),pgi(1),phoE(60),rpoB(160),tonB(2)
GCA_041860195.1	Klebsiella pneumoniae	klebsiella	4283	gapA(2),infB(3),mdh(10),pgi(1),phoE(20),rpoB(10),tonB(25)
GCA_041860515.1	Klebsiella pneumoniae	klebsiella	107	gapA(2),infB(1),mdh(2),pgi(17),phoE(27),rpoB(1),tonB(39)
GCA_041860405.1	Klebsiella pneumoniae	klebsiella	776	gapA(2),infB(1),mdh(2),pgi(1),phoE(2),rpoB(1),tonB(2)
GCA_041860465.1	Klebsiella pneumoniae	klebsiella	4334	gapA(4),infB(1),mdh(2),pgi(1),phoE(12),rpoB(1),tonB(4)
GCA_041860485.1	Klebsiella pneumoniae	klebsiella	134	gapA(3),infB(1),mdh(2),pgi(1),phoE(1),rpoB(1),tonB(4)
GCA_041861545.1	Klebsiella pneumoniae	klebsiella	4228	gapA(2),infB(1),mdh(1),pgi(1),phoE(1),rpoB(161),tonB(34)
GCA_041860335.1	Klebsiella pneumoniae	klebsiella	432	gapA(4),infB(1),mdh(1),pgi(2),phoE(7),rpoB(4),tonB(4)
GCA_041860135.1	Klebsiella pneumoniae	klebsiella	2344	gapA(2),infB(5),mdh(10),pgi(1),phoE(1),rpoB(4),tonB(25)
GCA_041860425.1	Klebsiella pneumoniae	klebsiella	323	gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(1),tonB(93)
GCA_041860245.1	Klebsiella pneumoniae	klebsiella	417	gapA(10),infB(3),mdh(2),pgi(8),phoE(7),rpoB(1),tonB(54)
GCA_041860825.1	Klebsiella pneumoniae	klebsiella	4391	gapA(2),infB(6),mdh(1),pgi(292),phoE(4),rpoB(1),tonB(6)
GCA_041861475.1	Klebsiella pneumoniae	klebsiella	416	gapA(2),infB(38),mdh(1),pgi(1),phoE(7),rpoB(4),tonB(89)
GCA_041860275.1	Klebsiella pneumoniae	klebsiella	4340	gapA(4),infB(2),mdh(1),pgi(4),phoE(9),rpoB(1),tonB(605)
GCA_041857125.1	Klebsiella pneumoniae	klebsiella	10	gapA(4),infB(1),mdh(7),pgi(1),phoE(9),rpoB(1),tonB(12)
GCA_041860045.1	Klebsiella pneumoniae	klebsiella	5825	gapA(2),infB(3),mdh(439),pgi(75),phoE(9),rpoB(7),tonB(137)
GCA_041861515.1	Klebsiella pneumoniae	klebsiella	27	gapA(2),infB(1),mdh(11),pgi(1),phoE(9),rpoB(10),tonB(23)
GCA_041857215.1	Klebsiella pneumoniae	klebsiella	25	gapA(2),infB(1),mdh(1),pgi(1),phoE(10),rpoB(4),tonB(13)
GCA_041860075.1	Klebsiella pneumoniae	klebsiella	3069	gapA(4),infB(1),mdh(1),pgi(2),phoE(319),rpoB(4),tonB(100)
GCA_041857205.1	Klebsiella pneumoniae	klebsiella	485	gapA(2),infB(1),mdh(1),pgi(1),phoE(7),rpoB(1),tonB(12)
GCA_041860295.1	Klebsiella pneumoniae	klebsiella	967	gapA(2),infB(1),mdh(19),pgi(4),phoE(9),rpoB(4),tonB(34)
GCA_041860845.1	Klebsiella pneumoniae	klebsiella	35	gapA(2),infB(1),mdh(2),pgi(1),phoE(10),rpoB(1),tonB(19)
GCA_041860325.1	Klebsiella pneumoniae	klebsiella	105	gapA(2),infB(3),mdh(2),pgi(1),phoE(1),rpoB(4),tonB(18)
GCA_041860095.1	Klebsiella pneumoniae	klebsiella	294	gapA(2),infB(1),mdh(2),pgi(1),phoE(4),rpoB(4),tonB(87)
GCA_041850165.1	Klebsiella pneumoniae	klebsiella	33	gapA(2),infB(3),mdh(5),pgi(1),phoE(12),rpoB(4),tonB(9)
GCA_041860395.1	Klebsiella pneumoniae	klebsiella	876	gapA(6),infB(3),mdh(1),pgi(1),phoE(12),rpoB(1),tonB(110)
GCA_041860385.1	Klebsiella pneumoniae	klebsiella	43	gapA(2),infB(6),mdh(1),pgi(5),phoE(11),rpoB(1),tonB(15)
GCA_041860415.1	Klebsiella pneumoniae	klebsiella	461	gapA(3),infB(1),mdh(13),pgi(34),phoE(63),rpoB(1),tonB(64)
GCA_041860205.1	Klebsiella pneumoniae	klebsiella	4252	gapA(2),infB(1),mdh(2),pgi(1),phoE(428),rpoB(247),tonB(66)
GCA_041857225.1	Klebsiella pneumoniae	klebsiella	2459	gapA(2),infB(1),mdh(5),pgi(1),phoE(9),rpoB(4),tonB(13)
GCA_041856265.1	Klebsiella pneumoniae	klebsiella	1630	gapA(2),infB(94),mdh(5),pgi(1),phoE(1),rpoB(1),tonB(4)
GCA_041861525.1	Klebsiella pneumoniae	klebsiella	129	gapA(2),infB(20),mdh(23),pgi(1),phoE(1),rpoB(1),tonB(19)
GCA_041860375.1	Klebsiella pneumoniae	klebsiella	1035	gapA(4),infB(1),mdh(1),pgi(26),phoE(1),rpoB(1),tonB(4)
GCA_041860795.1	Klebsiella pneumoniae	klebsiella	215	gapA(2),infB(1),mdh(38),pgi(37),phoE(10),rpoB(4),tonB(18)
GCA_041860355.1	Klebsiella pneumoniae	klebsiella	359	gapA(10),infB(1),mdh(2),pgi(1),phoE(9),rpoB(27),tonB(6)
GCA_041860055.1	Klebsiella pneumoniae	klebsiella	5824	gapA(2),infB(1),mdh(1),pgi(2),phoE(572),rpoB(4),tonB(18)
GCA_041860285.1	Klebsiella pneumoniae	klebsiella	4229	gapA(2),infB(1),mdh(1),pgi(1),phoE(1),rpoB(4),tonB(17)
GCA_041861395.1	Klebsiella pneumoniae	klebsiella	163	gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(1),tonB(12)
GCA_041861415.1	Klebsiella pneumoniae	klebsiella	359	gapA(10),infB(1),mdh(2),pgi(1),phoE(9),rpoB(27),tonB(6)
GCA_041860025.1	Klebsiella pneumoniae	klebsiella	1583	gapA(2),infB(1),mdh(2),pgi(1),phoE(12),rpoB(1),tonB(9)
GCA_041861405.1	Klebsiella pneumoniae	klebsiella	30	gapA(5),infB(3),mdh(1),pgi(1),phoE(9),rpoB(4),tonB(26)
GCA_041861555.1	Klebsiella pneumoniae	klebsiella	26	gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(1),tonB(18)
GCA_041860065.1	Klebsiella pneumoniae	klebsiella	200	gapA(2),infB(1),mdh(2),pgi(1),phoE(12),rpoB(1),tonB(68)
GCA_041860305.1	Klebsiella pneumoniae	klebsiella	881	gapA(2),infB(68),mdh(1),pgi(1),phoE(10),rpoB(4),tonB(13)
GCA_041860525.1	Klebsiella pneumoniae	klebsiella	416	gapA(2),infB(38),mdh(1),pgi(1),phoE(7),rpoB(4),tonB(89)
GCA_041860705.1	Klebsiella pneumoniae	klebsiella	14	gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCA_041861575.1	Klebsiella pneumoniae	klebsiella	10	gapA(4),infB(1),mdh(7),pgi(1),phoE(9),rpoB(1),tonB(12)
GCA_041860265.1	Klebsiella pneumoniae	klebsiella	26	gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(1),tonB(18)
GCA_041860665.1	Klebsiella pneumoniae	klebsiella	2949	gapA(2),infB(1),mdh(11),pgi(1),phoE(7),rpoB(1),tonB(378)
GCA_041861455.1	Klebsiella pneumoniae	klebsiella	253	gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(1),tonB(13)
GCA_041857115.1	Klebsiella pneumoniae	klebsiella	253	gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(1),tonB(13)
GCA_041857335.1	Klebsiella pneumoniae	klebsiella	420	gapA(2),infB(1),mdh(65),pgi(2),phoE(5),rpoB(1),tonB(36)
GCA_041861495.1	Klebsiella pneumoniae	klebsiella	453	gapA(2),infB(50),mdh(1),pgi(1),phoE(21),rpoB(4),tonB(6)
GCA_041861565.1	Klebsiella pneumoniae	klebsiella	4327	gapA(4),infB(1),mdh(1),pgi(1),phoE(16),rpoB(1),tonB(6)
GCA_041860255.1	Klebsiella pneumoniae	klebsiella	422	gapA(2),infB(3),mdh(1),pgi(1),phoE(4),rpoB(4),tonB(111)
GCA_041860315.1	Klebsiella pneumoniae	klebsiella	86	gapA(9),infB(4),mdh(2),pgi(1),phoE(1),rpoB(1),tonB(27)
GCA_041860235.1	Klebsiella pneumoniae	klebsiella	322	gapA(2),infB(1),mdh(5),pgi(1),phoE(26),rpoB(4),tonB(12)
GCA_041860625.1	Klebsiella pneumoniae	klebsiella	904	gapA(4),infB(1),mdh(2),pgi(1),phoE(1),rpoB(1),tonB(68)
GCA_041860725.1	Klebsiella pneumoniae	klebsiella	15	gapA(1),infB(1),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCA_041860685.1	Klebsiella pneumoniae	klebsiella	336	gapA(2),infB(1),mdh(1),pgi(1),phoE(72),rpoB(4),tonB(4)
GCA_041847135.1	Klebsiella pneumoniae	klebsiella	643	gapA(2),infB(3),mdh(6),pgi(75),phoE(9),rpoB(7),tonB(137)
GCA_041857145.1	Klebsiella pneumoniae	klebsiella	48	gapA(2),infB(5),mdh(2),pgi(2),phoE(7),rpoB(1),tonB(10)
GCA_041860715.1	Klebsiella pneumoniae	klebsiella	2947	gapA(2),infB(6),mdh(1),pgi(3),phoE(293),rpoB(1),tonB(77)
GCA_041860855.1	Klebsiella pneumoniae	klebsiella	2	gapA(3),infB(4),mdh(1),pgi(1),phoE(9),rpoB(4),tonB(17)
GCA_041860865.1	Klebsiella pneumoniae	klebsiella	290	gapA(2),infB(1),mdh(1),pgi(37),phoE(10),rpoB(1),tonB(86)
GCA_041860565.1	Klebsiella pneumoniae	klebsiella	950	gapA(2),infB(1),mdh(1),pgi(20),phoE(56),rpoB(4),tonB(31)
GCA_041861425.1	Klebsiella pneumoniae	klebsiella	1229	gapA(4),infB(1),mdh(1),pgi(1),phoE(20),rpoB(1),tonB(218)
GCA_041861445.1	Klebsiella pneumoniae	klebsiella	35	gapA(2),infB(1),mdh(2),pgi(1),phoE(10),rpoB(1),tonB(19)
GCA_041860775.1	Klebsiella pneumoniae	klebsiella	2946	gapA(4),infB(1),mdh(205),pgi(1),phoE(27),rpoB(4),tonB(199)
GCA_041860595.1	Klebsiella pneumoniae	klebsiella	2943	gapA(2),infB(52),mdh(2),pgi(1),phoE(12),rpoB(1),tonB(34)
GCA_041861435.1	Klebsiella pneumoniae	klebsiella	590	gapA(2),infB(1),mdh(13),pgi(3),phoE(7),rpoB(4),tonB(25)
GCA_041860745.1	Klebsiella pneumoniae	klebsiella	27	gapA(2),infB(1),mdh(11),pgi(1),phoE(9),rpoB(10),tonB(23)
GCA_041860575.1	Klebsiella pneumoniae	klebsiella	340	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(18)
GCA_041860655.1	Klebsiella pneumoniae	klebsiella	45	gapA(2),infB(1),mdh(1),pgi(6),phoE(7),rpoB(1),tonB(12)
GCA_041861375.1	Klebsiella pneumoniae	klebsiella	22	gapA(2),infB(3),mdh(1),pgi(1),phoE(1),rpoB(4),tonB(4)
GCA_041860695.1	Klebsiella pneumoniae	klebsiella	35	gapA(2),infB(1),mdh(2),pgi(1),phoE(10),rpoB(1),tonB(19)
GCA_041857195.1	Klebsiella pneumoniae	klebsiella	147	gapA(3),infB(4),mdh(6),pgi(1),phoE(7),rpoB(4),tonB(38)
GCA_041860835.1	Klebsiella pneumoniae	klebsiella	2439	gapA(2),infB(5),mdh(2),pgi(1),phoE(26),rpoB(4),tonB(2)
GCA_041860675.1	Klebsiella pneumoniae	klebsiella	70	gapA(2),infB(6),mdh(17),pgi(1),phoE(20),rpoB(10),tonB(25)
GCA_041860545.1	Klebsiella pneumoniae	klebsiella	307	gapA(4),infB(1),mdh(2),pgi(52),phoE(1),rpoB(1),tonB(7)
GCA_041860015.1	Klebsiella pneumoniae	klebsiella	370	gapA(41),infB(47),mdh(1),pgi(14),phoE(1),rpoB(1),tonB(12)
GCA_041860765.1	Klebsiella pneumoniae	klebsiella	231	gapA(2),infB(6),mdh(1),pgi(3),phoE(26),rpoB(1),tonB(77)
GCA_041860615.1	Klebsiella pneumoniae	klebsiella	70	gapA(2),infB(6),mdh(17),pgi(1),phoE(20),rpoB(10),tonB(25)
GCA_041860535.1	Klebsiella pneumoniae	klebsiella	307	gapA(4),infB(1),mdh(2),pgi(52),phoE(1),rpoB(1),tonB(7)
GCA_041860635.1	Klebsiella pneumoniae	klebsiella	340	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(18)
GCA_041860605.1	Klebsiella pneumoniae	klebsiella	258	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCA_041860735.1	Klebsiella pneumoniae	klebsiella	14	gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCA_041860585.1	Klebsiella pneumoniae	klebsiella	2947	gapA(2),infB(6),mdh(1),pgi(3),phoE(293),rpoB(1),tonB(77)
GCA_041860645.1	Klebsiella pneumoniae	klebsiella	37	gapA(2),infB(9),mdh(2),pgi(1),phoE(13),rpoB(1),tonB(16)
GCA_041860555.1	Klebsiella pneumoniae	klebsiella	340	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(18)
GCA_041860755.1	Klebsiella pneumoniae	klebsiella	753	gapA(14),infB(1),mdh(2),pgi(1),phoE(135),rpoB(4),tonB(12)
GCA_041858985.1	Klebsiella pneumoniae	klebsiella	727	gapA(2),infB(9),mdh(2),pgi(1),phoE(7),rpoB(1),tonB(16)
GCA_041861385.1	Klebsiella pneumoniae	klebsiella	35	gapA(2),infB(1),mdh(2),pgi(1),phoE(10),rpoB(1),tonB(19)
GCA_041869875.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCA_041902265.1	Klebsiella pneumoniae	klebsiella	4276	gapA(2),infB(2),mdh(1),pgi(1),phoE(26),rpoB(1),tonB(610)
GCA_041897605.1	Klebsiella pneumoniae	klebsiella	4260	gapA(2),infB(1),mdh(2),pgi(4),phoE(247),rpoB(1),tonB(38)
GCA_041863105.1	Klebsiella pneumoniae	klebsiella	279	gapA(2),infB(2),mdh(1),pgi(47),phoE(1),rpoB(4),tonB(43)
GCA_041861645.1	Klebsiella pneumoniae	klebsiella	1114	gapA(4),infB(3),mdh(2),pgi(1),phoE(10),rpoB(4),tonB(17)
GCA_041897615.1	Klebsiella pneumoniae	klebsiella	966	gapA(2),infB(1),mdh(2),pgi(1),phoE(1),rpoB(1),tonB(68)
GCA_041863855.1	Klebsiella pneumoniae	klebsiella	496	gapA(2),infB(1),mdh(1),pgi(6),phoE(7),rpoB(4),tonB(12)
GCA_041869965.1	Klebsiella pneumoniae	klebsiella	3659	gapA(10),infB(40),mdh(2),pgi(1),phoE(7),rpoB(4),tonB(224)
GCA_041897565.1	Klebsiella pneumoniae	klebsiella	200	gapA(2),infB(1),mdh(2),pgi(1),phoE(12),rpoB(1),tonB(68)
GCA_041861785.1	Klebsiella pneumoniae	klebsiella	128	gapA(2),infB(1),mdh(5),pgi(18),phoE(21),rpoB(4),tonB(48)
GCA_041861865.1	Klebsiella pneumoniae	klebsiella	17	gapA(2),infB(1),mdh(1),pgi(1),phoE(4),rpoB(4),tonB(4)
GCA_041869895.1	Klebsiella pneumoniae	klebsiella	2800	gapA(2),infB(1),mdh(2),pgi(1),phoE(9),rpoB(1),tonB(18)
GCA_041890215.1	Klebsiella pneumoniae	klebsiella	189	gapA(2),infB(3),mdh(41),pgi(1),phoE(17),rpoB(4),tonB(46)
GCA_041869925.1	Klebsiella pneumoniae	klebsiella	54	gapA(2),infB(1),mdh(1),pgi(13),phoE(16),rpoB(15),tonB(4)
GCA_041869835.1	Klebsiella pneumoniae	klebsiella	461	gapA(3),infB(1),mdh(13),pgi(34),phoE(63),rpoB(1),tonB(64)
GCA_041861695.1	Klebsiella pneumoniae	klebsiella	20	gapA(2),infB(3),mdh(1),pgi(1),phoE(4),rpoB(4),tonB(4)
GCA_041869955.1	Klebsiella pneumoniae	klebsiella	628	gapA(2),infB(60),mdh(11),pgi(1),phoE(4),rpoB(8),tonB(24)
GCA_041861715.1	Klebsiella pneumoniae	klebsiella	37	gapA(2),infB(9),mdh(2),pgi(1),phoE(13),rpoB(1),tonB(16)
GCA_041869945.1	Klebsiella pneumoniae	klebsiella	4235	gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(1),tonB(35)
GCA_041870005.1	Klebsiella pneumoniae	klebsiella	4	gapA(3),infB(1),mdh(1),pgi(1),phoE(3),rpoB(3),tonB(1)
GCA_041863115.1	Klebsiella pneumoniae	klebsiella	111	gapA(2),infB(1),mdh(5),pgi(1),phoE(17),rpoB(4),tonB(42)
GCA_041869915.1	Klebsiella pneumoniae	klebsiella	37	gapA(2),infB(9),mdh(2),pgi(1),phoE(13),rpoB(1),tonB(16)
GCA_041861655.1	Klebsiella pneumoniae	klebsiella	273	gapA(3),infB(4),mdh(6),pgi(1),phoE(7),rpoB(4),tonB(4)
GCA_041869865.1	Klebsiella pneumoniae	klebsiella	26	gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(1),tonB(18)
GCA_041861615.1	Klebsiella pneumoniae	klebsiella	188	gapA(3),infB(1),mdh(1),pgi(3),phoE(4),rpoB(28),tonB(39)
GCA_041863135.1	Klebsiella pneumoniae	klebsiella	322	gapA(2),infB(1),mdh(5),pgi(1),phoE(26),rpoB(4),tonB(12)
GCA_041869885.1	Klebsiella pneumoniae	klebsiella	4257	gapA(2),infB(1),mdh(2),pgi(281),phoE(45),rpoB(4),tonB(9)
GCA_041861755.1	Klebsiella pneumoniae	klebsiella	462	gapA(2),infB(1),mdh(1),pgi(6),phoE(1),rpoB(4),tonB(12)
GCA_041861815.1	Klebsiella pneumoniae	klebsiella	299	gapA(2),infB(10),mdh(1),pgi(1),phoE(56),rpoB(24),tonB(31)
GCA_041897575.1	Klebsiella pneumoniae	klebsiella	993	gapA(10),infB(1),mdh(11),pgi(1),phoE(9),rpoB(8),tonB(112)
GCA_041862085.1	Klebsiella pneumoniae	klebsiella	776	gapA(2),infB(1),mdh(2),pgi(1),phoE(2),rpoB(1),tonB(2)
GCA_041900635.1	Klebsiella pneumoniae	klebsiella	4318	gapA(3),infB(1),mdh(1),pgi(3),phoE(4),rpoB(248),tonB(39)
GCA_041869855.1	Klebsiella pneumoniae	klebsiella	392	gapA(3),infB(4),mdh(6),pgi(1),phoE(7),rpoB(4),tonB(40)
GCA_041861705.1	Klebsiella pneumoniae	klebsiella	17	gapA(2),infB(1),mdh(1),pgi(1),phoE(4),rpoB(4),tonB(4)
GCA_041862775.1	Klebsiella pneumoniae	klebsiella	590	gapA(2),infB(1),mdh(13),pgi(3),phoE(7),rpoB(4),tonB(25)
GCA_041869175.1	Klebsiella pneumoniae	klebsiella	299	gapA(2),infB(10),mdh(1),pgi(1),phoE(56),rpoB(24),tonB(31)
GCA_041861665.1	Klebsiella pneumoniae	klebsiella	25	gapA(2),infB(1),mdh(1),pgi(1),phoE(10),rpoB(4),tonB(13)
